age race earnwke senior married union female hogwarts hhouse
1587 61 Pureblood 1246.15 Senior Married Non-Union Male Graduated Ravenclaw
1588 41 Pureblood 332 Senior Single Non-Union Female Graduated Gryffindor
1589 29 Pureblood 600 Senior Single Non-Union Male Graduated Slytherin
1590 32 Pureblood 1600 Senior Single Non-Union Male Graduated Gryffindor
1591 37 Pureblood 420 Senior Married Non-Union Male Graduated Ravenclaw
1592 34 Pureblood 540 Senior Married Non-Union Female Graduated Ravenclaw
1593 38 Pureblood 720 Senior Single Non-Union Male Drop-Out Gryffindor
1594 61 Pureblood 1923.07 Junior Married Non-Union Male Graduated Hufflepuff
1595 56 Pureblood 673.07 Senior Married Non-Union Female Graduated Hufflepuff
1596 59 Pureblood 961.53 Senior Married Non-Union Female Drop-Out Hufflepuff
1597 62 Pureblood 1538.46 Junior Married Union Female Graduated Gryffindor
1598 59 Pureblood 600 Senior Married Non-Union Female Drop-Out Slytherin
1599 45 Pureblood 369.23 Senior Married Non-Union Female Graduated Hufflepuff
1600 49 Halfblood 478.61 Senior Single Union Female Graduated Slytherin
1601 46 Pureblood 350 Senior Married Non-Union Female Graduated Slytherin
1602 32 Pureblood 580 Senior Married Non-Union Male Drop-Out Hufflepuff
1603 23 Pureblood 217.5 Senior Single Non-Union Female Graduated Hufflepuff
1604 32 Pureblood 365 Senior Single Non-Union Male Drop-Out Hufflepuff
1605 28 Pureblood 1500 Senior Single Non-Union Male Graduated Ravenclaw
1606 30 Pureblood 1538.46 Senior Single Non-Union Female Graduated Ravenclaw
1607 54 Pureblood 624.4 Senior Married Non-Union Male Drop-Out Hufflepuff
1608 52 Pureblood 466.4 Senior Married Non-Union Female Drop-Out Hufflepuff
1609 30 Pureblood 640 Senior Single Non-Union Male Graduated Hufflepuff
1610 62 Pureblood 1057.69 Senior Married Non-Union Male Graduated Hufflepuff
1611 60 Pureblood 1250 Senior Married Non-Union Female Graduated Hufflepuff
1612 22 Pureblood 825 Senior Married Non-Union Female Drop-Out Gryffindor
1613 52 Pureblood 865.38 Senior Married Non-Union Male Graduated Hufflepuff
1614 51 Pureblood 961.53 Senior Married Non-Union Female Graduated Hufflepuff
1615 58 Pureblood 750 Senior Married Non-Union Male Drop-Out Hufflepuff
1616 55 Pureblood 876.92 Senior Married Union Female Graduated Hufflepuff
1617 41 Pureblood 660 Senior Single Non-Union Male Drop-Out Hufflepuff
1618 44 Pureblood 1730 Senior Single Non-Union Male Drop-Out Hufflepuff
1619 20 Pureblood 510.6 Senior Single Non-Union Male Drop-Out Hufflepuff
1620 45 Pureblood 774 Senior Married Non-Union Male Graduated Hufflepuff
1621 44 Pureblood 480 Senior Married Non-Union Female Graduated Hufflepuff
1622 50 Pureblood 788.46 Senior Single Non-Union Female Graduated Slytherin
1623 46 Pureblood 1076.92 Senior Single Non-Union Male Drop-Out Ravenclaw
1624 37 Muggle-Born 980.76 Senior Married Union Male Graduated Ravenclaw
1625 57 Pureblood 2307.69 Senior Married Non-Union Male Graduated Ravenclaw
1626 53 Pureblood 350 Senior Married Non-Union Female Drop-Out Ravenclaw
1627 38 Halfblood 454 Senior Married Union Male Drop-Out Ravenclaw
1628 37 Halfblood 434 Senior Married Union Female Drop-Out Ravenclaw
1629 48 Pureblood 1384.61 Senior Single Union Male Graduated Ravenclaw
1630 32 Pureblood 250 Senior Married Non-Union Female Graduated Ravenclaw
1631 38 Pureblood 1346.15 Senior Married Non-Union Male Graduated Ravenclaw
1632 29 Pureblood 1036.35 Senior Married Non-Union Male Drop-Out Gryffindor
1633 32 Pureblood 942.3 Senior Married Non-Union Female Graduated Gryffindor
1634 61 Pureblood 400 Senior Married Non-Union Female Drop-Out Gryffindor
1635 23 Pureblood 253.75 Senior Single Non-Union Male Drop-Out Gryffindor
1636 46 Pureblood 348 Senior Married Non-Union Female Graduated Gryffindor
1637 63 Pureblood 655.5 Senior Single Union Male Graduated Gryffindor
1638 42 Pureblood 460 Junior Single Non-Union Female Graduated Gryffindor
1639 61 Pureblood 700 Senior Single Non-Union Female Drop-Out Gryffindor
1640 42 Pureblood 365.38 Senior Single Non-Union Female Graduated Gryffindor
1641 58 Pureblood 442 Senior Single Non-Union Female Drop-Out Gryffindor
1642 52 Pureblood 1730 Senior Married Non-Union Male Graduated Gryffindor
1643 51 Pureblood 1634 Junior Married Non-Union Female Graduated Gryffindor
1644 48 Pureblood 1403 Senior Single Non-Union Male Drop-Out Gryffindor
1645 52 Pureblood 760 Senior Married Non-Union Male Drop-Out Gryffindor
1646 51 Pureblood 495 Senior Married Non-Union Female Drop-Out Gryffindor
1647 23 Pureblood 580 Senior Single Non-Union Female Graduated Gryffindor
1648 58 Pureblood 1680 Senior Single Non-Union Male Graduated Gryffindor
1649 51 Muggle-Born 634.61 Junior Married Union Male Graduated Gryffindor
1650 50 Pureblood 1730.76 Senior Married Union Female Graduated Gryffindor
1651 61 Pureblood 1000 Senior Married Union Male Graduated Gryffindor
1652 40 Pureblood 880 Senior Single Non-Union Female Graduated Gryffindor
1653 60 Pureblood 442 Senior Married Non-Union Female Graduated Gryffindor
1654 47 Pureblood 576 Senior Married Union Male Graduated Gryffindor
1655 20 Pureblood 300 Senior Single Non-Union Female Graduated Gryffindor
1656 28 Pureblood 576 Senior Single Non-Union Female Drop-Out Gryffindor
1657 59 Muggle-Born 400 Junior Married Non-Union Female Drop-Out Ravenclaw
1658 50 Pureblood 539 Senior Married Union Female Drop-Out Gryffindor
1659 43 Pureblood 1480 Senior Single Non-Union Male Graduated Gryffindor
1660 35 Muggle-Born 192.3 Senior Married Non-Union Male Graduated Gryffindor
1661 34 Muggle-Born 96.15 Senior Married Non-Union Female Graduated Gryffindor
1662 54 Pureblood 1500 Senior Single Non-Union Male Drop-Out Gryffindor
1663 43 Pureblood 750 Senior Single Union Female Drop-Out Gryffindor
1664 56 Pureblood 420 Senior Single Non-Union Male Drop-Out Gryffindor
1665 32 Pureblood 673 Senior Single Non-Union Female Graduated Gryffindor
1666 50 Pureblood 286 Senior Single Non-Union Female Drop-Out Gryffindor
1667 49 Pureblood 537.6 Senior Single Union Female Drop-Out Gryffindor
1668 35 Pureblood 500 Junior Married Union Female Graduated Gryffindor
1669 54 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
1670 51 Pureblood 1730 Senior Married Non-Union Female Graduated Gryffindor
1671 40 Pureblood 346.15 Senior Married Non-Union Male Graduated Gryffindor
1672 42 Pureblood 807.69 Senior Married Union Female Graduated Gryffindor
1673 35 Pureblood 1692.3 Senior Married Non-Union Male Graduated Gryffindor
1674 45 Pureblood 769.23 Senior Married Union Female Graduated Gryffindor
1675 29 Halfblood 401 Senior Single Non-Union Female Graduated Gryffindor
1676 32 Pureblood 1120 Senior Single Non-Union Female Graduated Gryffindor
1677 57 Halfblood 400 Senior Married Union Male Graduated Gryffindor
1678 54 Halfblood 434 Senior Married Union Female Graduated Gryffindor
1679 45 Pureblood 1050 Senior Married Non-Union Male Graduated Gryffindor
1680 43 Pureblood 800 Senior Married Non-Union Female Graduated Gryffindor
1681 35 Pureblood 1730 Senior Single Non-Union Male Graduated Gryffindor
1682 35 Pureblood 1650 Senior Single Non-Union Female Graduated Gryffindor
1683 33 Pureblood 568 Senior Married Non-Union Male Graduated Gryffindor
1684 26 Muggle-Born 480 Senior Single Non-Union Male Graduated Gryffindor
1685 50 Pureblood 893.08 Senior Single Union Female Drop-Out Gryffindor
1686 48 Halfblood 1826 Senior Married Non-Union Male Drop-Out Slytherin
1687 49 Halfblood 807 Senior Married Union Female Drop-Out Slytherin
1688 44 Halfblood 673.07 Senior Married Non-Union Male Graduated Slytherin
1689 40 Halfblood 880 Senior Married Non-Union Female Graduated Slytherin
1690 43 Pureblood 545.6 Senior Single Non-Union Female Drop-Out Slytherin
1691 32 Pureblood 400 Junior Married Non-Union Male Graduated Slytherin
1692 60 Halfblood 480.76 Junior Married Non-Union Male Drop-Out Slytherin
1693 60 Halfblood 500 Senior Married Non-Union Female Graduated Slytherin
1694 27 Pureblood 1014 Senior Married Non-Union Male Graduated Slytherin
1695 26 Pureblood 490 Senior Married Non-Union Female Graduated Slytherin
1696 60 Pureblood 770.8 Senior Married Non-Union Male Graduated Slytherin
1697 49 Pureblood 900 Senior Married Non-Union Female Graduated Slytherin
1698 59 Pureblood 336 Senior Single Non-Union Female Graduated Slytherin
1699 54 Pureblood 245 Senior Married Non-Union Female Graduated Hufflepuff
1700 23 Muggle-Born 413.2 Junior Single Non-Union Female Drop-Out Hufflepuff
1701 24 Pureblood 210 Junior Single Non-Union Female Drop-Out Hufflepuff
1702 59 Pureblood 1985.48 Senior Married Non-Union Male Graduated Hufflepuff
1703 57 Pureblood 200 Senior Married Non-Union Female Graduated Hufflepuff
1704 34 Pureblood 1200 Senior Married Union Female Graduated Hufflepuff
1705 37 Pureblood 420 Senior Married Non-Union Male Graduated Slytherin
1706 56 Pureblood 360 Senior Single Non-Union Female Drop-Out Hufflepuff
1707 60 Pureblood 500 Senior Single Union Female Graduated Hufflepuff
1708 47 Halfblood 508 Senior Single Non-Union Male Graduated Hufflepuff
1709 51 Halfblood 230.76 Senior Single Non-Union Female Graduated Hufflepuff
1710 45 Pureblood 553.32 Senior Single Non-Union Male Drop-Out Hufflepuff
1711 45 Pureblood 961.53 Senior Married Union Male Graduated Hufflepuff
1712 53 Pureblood 769.23 Senior Married Non-Union Male Graduated Hufflepuff
1713 53 Pureblood 769.23 Senior Married Non-Union Female Graduated Hufflepuff
1714 56 Pureblood 259 Senior Married Non-Union Male Graduated Hufflepuff
1715 56 Pureblood 576.8 Senior Married Non-Union Female Drop-Out Hufflepuff
1716 61 Halfblood 400 Junior Married Union Female Drop-Out Hufflepuff
1717 55 Pureblood 1346 Senior Married Non-Union Male Graduated Hufflepuff
1718 47 Pureblood 673 Senior Single Non-Union Male Graduated Hufflepuff
1719 39 Halfblood 769.23 Senior Single Non-Union Male Drop-Out Hufflepuff
1720 61 Pureblood 1538 Senior Single Non-Union Male Graduated Hufflepuff
1721 61 Pureblood 1634 Senior Single Non-Union Female Graduated Hufflepuff
1722 37 Halfblood 437.5 Junior Single Non-Union Female Drop-Out Slytherin
1723 40 Halfblood 1600 Senior Single Non-Union Male Graduated Gryffindor
1724 29 Pureblood 480 Senior Single Non-Union Female Drop-Out Gryffindor
1725 30 Pureblood 1120 Senior Married Union Male Graduated Slytherin
1726 62 Pureblood 720 Senior Single Non-Union Male Graduated Slytherin
1727 61 Pureblood 230 Senior Single Non-Union Female Graduated Slytherin
1728 56 Pureblood 1134.61 Senior Single Union Female Graduated Ravenclaw
1729 28 Pureblood 525 Junior Married Non-Union Male Graduated Ravenclaw
1730 22 Pureblood 159 Senior Married Non-Union Female Graduated Ravenclaw
1731 24 Pureblood 440.8 Junior Married Non-Union Male Graduated Ravenclaw
1732 47 Pureblood 865.38 Senior Single Non-Union Male Drop-Out Ravenclaw
1733 19 Pureblood 217 Senior Single Non-Union Male Drop-Out Ravenclaw
1734 54 Pureblood 1403 Senior Single Non-Union Female Graduated Ravenclaw
1735 53 Pureblood 960 Senior Married Non-Union Male Graduated Ravenclaw
1736 26 Muggle-Born 711 Senior Married Non-Union Female Graduated Gryffindor
1737 50 Pureblood 2500 Senior Married Non-Union Male Graduated Gryffindor
1738 45 Pureblood 750 Senior Married Non-Union Female Drop-Out Gryffindor
1739 26 Halfblood 769.23 Senior Single Non-Union Male Graduated Gryffindor
1740 40 Pureblood 2240 Senior Single Union Male Graduated Gryffindor
1741 43 Halfblood 769 Senior Married Non-Union Male Drop-Out Gryffindor
1742 35 Halfblood 961 Junior Married Non-Union Female Drop-Out Gryffindor
1743 40 Pureblood 864.5 Senior Married Union Male Graduated Gryffindor
1744 38 Pureblood 2305 Senior Married Union Male Drop-Out Gryffindor
1745 38 Pureblood 865.38 Senior Married Non-Union Female Drop-Out Gryffindor
1746 44 Pureblood 420 Senior Married Non-Union Female Drop-Out Gryffindor
1747 45 Pureblood 1287.6 Senior Single Non-Union Male Graduated Gryffindor
1748 60 Pureblood 520 Senior Married Non-Union Male Drop-Out Gryffindor
1749 58 Pureblood 1442.3 Senior Married Non-Union Female Graduated Gryffindor
1750 58 Pureblood 63.2 Junior Married Non-Union Female Graduated Gryffindor
1751 62 Pureblood 405 Senior Married Non-Union Female Drop-Out Gryffindor
1752 45 Pureblood 519 Senior Single Union Female Drop-Out Gryffindor
1753 38 Pureblood 720.4 Senior Married Union Male Drop-Out Gryffindor
1754 33 Pureblood 460 Senior Married Non-Union Female Drop-Out Gryffindor
1755 39 Pureblood 452 Senior Married Union Male Graduated Gryffindor
1756 36 Halfblood 1076 Senior Married Non-Union Male Graduated Gryffindor
1757 36 Halfblood 594 Senior Married Non-Union Female Graduated Gryffindor
1758 35 Pureblood 1153.84 Junior Single Union Male Graduated Gryffindor
1759 36 Pureblood 500 Senior Married Non-Union Male Drop-Out Gryffindor
1760 39 Pureblood 575 Senior Married Non-Union Female Graduated Gryffindor
1761 46 Pureblood 1020 Senior Married Union Female Drop-Out Gryffindor
1762 28 Pureblood 380 Senior Single Non-Union Male Drop-Out Gryffindor
1763 25 Pureblood 600 Senior Single Non-Union Female Graduated Gryffindor
1764 45 Pureblood 2403 Senior Married Union Female Drop-Out Gryffindor
1765 63 Pureblood 600 Senior Married Non-Union Female Drop-Out Gryffindor
1766 39 Pureblood 694 Senior Married Non-Union Male Drop-Out Slytherin
1767 27 Pureblood 280.12 Senior Married Non-Union Female Drop-Out Slytherin
1768 28 Pureblood 865.38 Senior Married Non-Union Male Drop-Out Slytherin
1769 39 Pureblood 318.3 Senior Single Non-Union Female Graduated Slytherin
1770 29 Pureblood 184.61 Senior Single Non-Union Female Graduated Slytherin
1771 57 Halfblood 500 Senior Married Non-Union Male Graduated Slytherin
1772 40 Pureblood 1923 Senior Married Non-Union Male Graduated Hufflepuff
1773 21 Pureblood 175 Senior Single Non-Union Male Graduated Hufflepuff
1774 43 Pureblood 30 Junior Married Non-Union Female Graduated Hufflepuff
1775 53 Pureblood 865.38 Senior Married Union Male Drop-Out Hufflepuff
1776 53 Pureblood 277.77 Senior Married Non-Union Female Graduated Hufflepuff
1777 31 Pureblood 288.4 Senior Married Non-Union Male Graduated Hufflepuff
1778 31 Pureblood 830.76 Senior Married Non-Union Female Graduated Hufflepuff
1779 57 Pureblood 480 Senior Single Non-Union Female Graduated Hufflepuff
1780 47 Pureblood 630.72 Senior Married Non-Union Female Graduated Hufflepuff
1781 52 Pureblood 485.2 Senior Single Non-Union Female Graduated Hufflepuff
1782 45 Pureblood 653 Senior Married Non-Union Male Graduated Hufflepuff
1783 24 Pureblood 380 Senior Single Non-Union Male Graduated Hufflepuff
1784 49 Pureblood 416 Senior Single Non-Union Female Graduated Hufflepuff
1785 52 Pureblood 474 Senior Married Non-Union Male Drop-Out Slytherin
1786 50 Pureblood 352 Junior Married Non-Union Female Graduated Slytherin
1787 50 Halfblood 920 Senior Single Non-Union Male Graduated Slytherin
1788 24 Pureblood 440 Senior Single Non-Union Male Graduated Slytherin
1789 50 Pureblood 425 Senior Married Non-Union Female Drop-Out Slytherin
1790 25 Pureblood 480.76 Senior Single Non-Union Male Graduated Slytherin
1791 23 Halfblood 326.92 Senior Single Non-Union Female Drop-Out Slytherin
1792 26 Pureblood 1115 Senior Single Non-Union Male Graduated Slytherin
1793 47 Pureblood 700 Senior Married Non-Union Male Drop-Out Slytherin
1794 48 Pureblood 400 Senior Married Non-Union Female Graduated Slytherin
1795 40 Pureblood 1346.15 Senior Married Non-Union Male Graduated Slytherin
1796 34 Pureblood 1201.92 Senior Married Non-Union Female Graduated Slytherin
1797 42 Pureblood 1403.84 Senior Single Non-Union Female Graduated Slytherin
1798 45 Pureblood 855.6 Senior Married Non-Union Female Drop-Out Slytherin
1799 53 Pureblood 840 Senior Married Non-Union Male Graduated Slytherin
1800 55 Pureblood 290 Senior Married Non-Union Female Graduated Slytherin
1801 25 Pureblood 330 Senior Married Non-Union Male Drop-Out Slytherin
1802 31 Pureblood 298.07 Senior Married Non-Union Female Drop-Out Slytherin
1803 35 Pureblood 1100 Senior Married Non-Union Male Graduated Slytherin
1804 32 Pureblood 625 Senior Married Non-Union Female Graduated Slytherin
1805 30 Pureblood 500 Senior Married Non-Union Male Graduated Slytherin
1806 31 Pureblood 1100 Senior Married Non-Union Female Graduated Slytherin
1807 50 Pureblood 300 Senior Married Non-Union Female Graduated Slytherin
1808 31 Pureblood 961 Senior Married Non-Union Male Drop-Out Slytherin
1809 31 Pureblood 769 Senior Married Union Female Graduated Slytherin
1810 41 Pureblood 1019.23 Senior Married Non-Union Male Drop-Out Slytherin
1811 47 Pureblood 560 Senior Married Non-Union Female Drop-Out Slytherin
1812 35 Pureblood 1204.8 Senior Married Non-Union Male Graduated Slytherin
1813 35 Muggle-Born 800 Senior Married Non-Union Female Graduated Slytherin
1814 55 Pureblood 1346.15 Senior Single Non-Union Male Graduated Slytherin
1815 28 Pureblood 160 Senior Single Non-Union Male Graduated Slytherin
1816 47 Pureblood 530.76 Senior Single Non-Union Female Graduated Slytherin
1817 45 Pureblood 594 Senior Married Non-Union Male Graduated Slytherin
1818 46 Pureblood 395.5 Senior Married Non-Union Female Graduated Slytherin
1819 62 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
1820 38 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
1821 35 Pureblood 1384.61 Senior Married Non-Union Female Graduated Slytherin
1822 48 Pureblood 240 Senior Married Non-Union Female Graduated Slytherin
1823 56 Pureblood 692.3 Junior Married Non-Union Male Graduated Slytherin
1824 55 Pureblood 507.69 Senior Married Non-Union Female Graduated Slytherin
1825 24 Pureblood 500 Senior Married Non-Union Male Graduated Slytherin
1826 23 Pureblood 42 Senior Married Non-Union Female Graduated Slytherin
